                                Experiment   Metric  File     Value                       Model             CNN          RNN
82    Evaluation-EfficientNetB0_Mamba-best  ROC-AUC     3  0.953617   EfficientNetB0-Mamba-best  EfficientNetB0        Mamba
83    Evaluation-EfficientNetB0_Mamba-best  ROC-AUC     4  0.959231   EfficientNetB0-Mamba-best  EfficientNetB0        Mamba
84    Evaluation-EfficientNetB0_Mamba-best  ROC-AUC     5  0.966862   EfficientNetB0-Mamba-best  EfficientNetB0        Mamba
85   Evaluation-EfficientNetB0_Transformer  ROC-AUC     1  0.956772  EfficientNetB0-Transformer  EfficientNetB0  Transformer
86   Evaluation-EfficientNetB0_Transformer  ROC-AUC     2  0.955970  EfficientNetB0-Transformer  EfficientNetB0  Transformer
87   Evaluation-EfficientNetB0_Transformer  ROC-AUC     3  0.950441  EfficientNetB0-Transformer  EfficientNetB0  Transformer
88   Evaluation-EfficientNetB0_Transformer  ROC-AUC     4  0.960822  EfficientNetB0-Transformer  EfficientNetB0  Transformer
89   Evaluation-EfficientNetB0_Transformer  ROC-AUC     5  0.957914  EfficientNetB0-Transformer  EfficientNetB0  Transformer
90         Evaluation-EfficientNetB2_BiGRU  ROC-AUC     1  0.965606        EfficientNetB2-BiGRU  EfficientNetB2        BiGRU
91         Evaluation-EfficientNetB2_BiGRU  ROC-AUC     2  0.968122        EfficientNetB2-BiGRU  EfficientNetB2        BiGRU
92         Evaluation-EfficientNetB2_BiGRU  ROC-AUC     3  0.953092        EfficientNetB2-BiGRU  EfficientNetB2        BiGRU
93         Evaluation-EfficientNetB2_BiGRU  ROC-AUC     4  0.962681        EfficientNetB2-BiGRU  EfficientNetB2        BiGRU
94         Evaluation-EfficientNetB2_BiGRU  ROC-AUC     5  0.967391        EfficientNetB2-BiGRU  EfficientNetB2        BiGRU
95        Evaluation-EfficientNetB2_BiLSTM  ROC-AUC     1  0.973893       EfficientNetB2-BiLSTM  EfficientNetB2       BiLSTM
96        Evaluation-EfficientNetB2_BiLSTM  ROC-AUC     2  0.964813       EfficientNetB2-BiLSTM  EfficientNetB2       BiLSTM
97        Evaluation-EfficientNetB2_BiLSTM  ROC-AUC     3  0.952701       EfficientNetB2-BiLSTM  EfficientNetB2       BiLSTM
98        Evaluation-EfficientNetB2_BiLSTM  ROC-AUC     4  0.962015       EfficientNetB2-BiLSTM  EfficientNetB2       BiLSTM
99        Evaluation-EfficientNetB2_BiLSTM  ROC-AUC     5  0.965623       EfficientNetB2-BiLSTM  EfficientNetB2       BiLSTM
100          Evaluation-EfficientNetB2_GRU  ROC-AUC     1  0.969500          EfficientNetB2-GRU  EfficientNetB2          GRU
101          Evaluation-EfficientNetB2_GRU  ROC-AUC     2  0.970098          EfficientNetB2-GRU  EfficientNetB2          GRU
102          Evaluation-EfficientNetB2_GRU  ROC-AUC     3  0.953585          EfficientNetB2-GRU  EfficientNetB2          GRU
103          Evaluation-EfficientNetB2_GRU  ROC-AUC     4  0.959943          EfficientNetB2-GRU  EfficientNetB2          GRU
104          Evaluation-EfficientNetB2_GRU  ROC-AUC     5  0.966162          EfficientNetB2-GRU  EfficientNetB2          GRU
105         Evaluation-EfficientNetB2_LSTM  ROC-AUC     1  0.959480         EfficientNetB2-LSTM  EfficientNetB2         LSTM
106         Evaluation-EfficientNetB2_LSTM  ROC-AUC     2  0.966048         EfficientNetB2-LSTM  EfficientNetB2         LSTM
107         Evaluation-EfficientNetB2_LSTM  ROC-AUC     3  0.943104         EfficientNetB2-LSTM  EfficientNetB2         LSTM
108         Evaluation-EfficientNetB2_LSTM  ROC-AUC     4  0.958464         EfficientNetB2-LSTM  EfficientNetB2         LSTM
109         Evaluation-EfficientNetB2_LSTM  ROC-AUC     5  0.965107         EfficientNetB2-LSTM  EfficientNetB2         LSTM
110   Evaluation-EfficientNetB2_Mamba-best  ROC-AUC     1  0.965737   EfficientNetB2-Mamba-best  EfficientNetB2        Mamba
111   Evaluation-EfficientNetB2_Mamba-best  ROC-AUC     2  0.965130   EfficientNetB2-Mamba-best  EfficientNetB2        Mamba
112   Evaluation-EfficientNetB2_Mamba-best  ROC-AUC     3  0.947239   EfficientNetB2-Mamba-best  EfficientNetB2        Mamba
113   Evaluation-EfficientNetB2_Mamba-best  ROC-AUC     4  0.957105   EfficientNetB2-Mamba-best  EfficientNetB2        Mamba
114   Evaluation-EfficientNetB2_Mamba-best  ROC-AUC     5  0.960183   EfficientNetB2-Mamba-best  EfficientNetB2        Mamba
115  Evaluation-EfficientNetB2_Transformer  ROC-AUC     1  0.963521  EfficientNetB2-Transformer  EfficientNetB2  Transformer
116  Evaluation-EfficientNetB2_Transformer  ROC-AUC     2  0.961694  EfficientNetB2-Transformer  EfficientNetB2  Transformer
117  Evaluation-EfficientNetB2_Transformer  ROC-AUC     3  0.945425  EfficientNetB2-Transformer  EfficientNetB2  Transformer
118  Evaluation-EfficientNetB2_Transformer  ROC-AUC     4  0.962564  EfficientNetB2-Transformer  EfficientNetB2  Transformer
119  Evaluation-EfficientNetB2_Transformer  ROC-AUC     5  0.959006  EfficientNetB2-Transformer  EfficientNetB2  Transformer
120           Evaluation-InceptionV3_BiGRU  ROC-AUC     1  0.975935           InceptionV3-BiGRU     InceptionV3        BiGRU
121           Evaluation-InceptionV3_BiGRU  ROC-AUC     2  0.978658           InceptionV3-BiGRU     InceptionV3        BiGRU
122           Evaluation-InceptionV3_BiGRU  ROC-AUC     3  0.974911           InceptionV3-BiGRU     InceptionV3        BiGRU
123           Evaluation-InceptionV3_BiGRU  ROC-AUC     4  0.971530           InceptionV3-BiGRU     InceptionV3        BiGRU
124           Evaluation-InceptionV3_BiGRU  ROC-AUC     5  0.985781           InceptionV3-BiGRU     InceptionV3        BiGRU
125          Evaluation-InceptionV3_BiLSTM  ROC-AUC     1  0.973967          InceptionV3-BiLSTM     InceptionV3       BiLSTM
126          Evaluation-InceptionV3_BiLSTM  ROC-AUC     2  0.979112          InceptionV3-BiLSTM     InceptionV3       BiLSTM
127          Evaluation-InceptionV3_BiLSTM  ROC-AUC     3  0.973358          InceptionV3-BiLSTM     InceptionV3       BiLSTM
128          Evaluation-InceptionV3_BiLSTM  ROC-AUC     4  0.977491          InceptionV3-BiLSTM     InceptionV3       BiLSTM
129          Evaluation-InceptionV3_BiLSTM  ROC-AUC     5  0.980148          InceptionV3-BiLSTM     InceptionV3       BiLSTM
130             Evaluation-InceptionV3_GRU  ROC-AUC     1  0.978840             InceptionV3-GRU     InceptionV3          GRU
131             Evaluation-InceptionV3_GRU  ROC-AUC     2  0.982063             InceptionV3-GRU     InceptionV3          GRU
132             Evaluation-InceptionV3_GRU  ROC-AUC     3  0.983948             InceptionV3-GRU     InceptionV3          GRU
133             Evaluation-InceptionV3_GRU  ROC-AUC     4  0.965986             InceptionV3-GRU     InceptionV3          GRU
134             Evaluation-InceptionV3_GRU  ROC-AUC     5  0.977376             InceptionV3-GRU     InceptionV3          GRU
135            Evaluation-InceptionV3_LSTM  ROC-AUC     1  0.977975            InceptionV3-LSTM     InceptionV3         LSTM
136            Evaluation-InceptionV3_LSTM  ROC-AUC     2  0.974948            InceptionV3-LSTM     InceptionV3         LSTM
137            Evaluation-InceptionV3_LSTM  ROC-AUC     3  0.974379            InceptionV3-LSTM     InceptionV3         LSTM
138            Evaluation-InceptionV3_LSTM  ROC-AUC     4  0.966584            InceptionV3-LSTM     InceptionV3         LSTM
139            Evaluation-InceptionV3_LSTM  ROC-AUC     5  0.969435            InceptionV3-LSTM     InceptionV3         LSTM
140      Evaluation-InceptionV3_Mamba-best  ROC-AUC     1  0.972652      InceptionV3-Mamba-best     InceptionV3        Mamba
141      Evaluation-InceptionV3_Mamba-best  ROC-AUC     2  0.976783      InceptionV3-Mamba-best     InceptionV3        Mamba
142      Evaluation-InceptionV3_Mamba-best  ROC-AUC     3  0.973418      InceptionV3-Mamba-best     InceptionV3        Mamba
143      Evaluation-InceptionV3_Mamba-best  ROC-AUC     4  0.970411      InceptionV3-Mamba-best     InceptionV3        Mamba
144      Evaluation-InceptionV3_Mamba-best  ROC-AUC     5  0.972654      InceptionV3-Mamba-best     InceptionV3        Mamba
145     Evaluation-InceptionV3_Transformer  ROC-AUC     1  0.978789     InceptionV3-Transformer     InceptionV3  Transformer
146     Evaluation-InceptionV3_Transformer  ROC-AUC     2  0.969872     InceptionV3-Transformer     InceptionV3  Transformer
147     Evaluation-InceptionV3_Transformer  ROC-AUC     3  0.969457     InceptionV3-Transformer     InceptionV3  Transformer
148     Evaluation-InceptionV3_Transformer  ROC-AUC     4  0.977641     InceptionV3-Transformer     InceptionV3  Transformer
149     Evaluation-InceptionV3_Transformer  ROC-AUC     5  0.972227     InceptionV3-Transformer     InceptionV3  Transformer
150             Evaluation-MobileNet_BiGRU  ROC-AUC     1  0.980933             MobileNet-BiGRU       MobileNet        BiGRU
151             Evaluation-MobileNet_BiGRU  ROC-AUC     2  0.977602             MobileNet-BiGRU       MobileNet        BiGRU
152             Evaluation-MobileNet_BiGRU  ROC-AUC     3  0.964765             MobileNet-BiGRU       MobileNet        BiGRU
153             Evaluation-MobileNet_BiGRU  ROC-AUC     4  0.965132             MobileNet-BiGRU       MobileNet        BiGRU
154             Evaluation-MobileNet_BiGRU  ROC-AUC     5  0.966473             MobileNet-BiGRU       MobileNet        BiGRU
155            Evaluation-MobileNet_BiLSTM  ROC-AUC     1  0.980837            MobileNet-BiLSTM       MobileNet       BiLSTM
156            Evaluation-MobileNet_BiLSTM  ROC-AUC     2  0.976961            MobileNet-BiLSTM       MobileNet       BiLSTM
157            Evaluation-MobileNet_BiLSTM  ROC-AUC     3  0.964188            MobileNet-BiLSTM       MobileNet       BiLSTM
158            Evaluation-MobileNet_BiLSTM  ROC-AUC     4  0.970862            MobileNet-BiLSTM       MobileNet       BiLSTM
159            Evaluation-MobileNet_BiLSTM  ROC-AUC     5  0.975598            MobileNet-BiLSTM       MobileNet       BiLSTM
160               Evaluation-MobileNet_GRU  ROC-AUC     1  0.977284               MobileNet-GRU       MobileNet          GRU
161               Evaluation-MobileNet_GRU  ROC-AUC     2  0.975151               MobileNet-GRU       MobileNet          GRU
162               Evaluation-MobileNet_GRU  ROC-AUC     3  0.953898               MobileNet-GRU       MobileNet          GRU
163               Evaluation-MobileNet_GRU  ROC-AUC     4  0.969104               MobileNet-GRU       MobileNet          GRU
164               Evaluation-MobileNet_GRU  ROC-AUC     5  0.973255               MobileNet-GRU       MobileNet          GRU
165              Evaluation-MobileNet_LSTM  ROC-AUC     1  0.977899              MobileNet-LSTM       MobileNet         LSTM
166              Evaluation-MobileNet_LSTM  ROC-AUC     2  0.973852              MobileNet-LSTM       MobileNet         LSTM
167              Evaluation-MobileNet_LSTM  ROC-AUC     3  0.964922              MobileNet-LSTM       MobileNet         LSTM
168              Evaluation-MobileNet_LSTM  ROC-AUC     4  0.957457              MobileNet-LSTM       MobileNet         LSTM
169              Evaluation-MobileNet_LSTM  ROC-AUC     5  0.969606              MobileNet-LSTM       MobileNet         LSTM
170        Evaluation-MobileNet_Mamba-best  ROC-AUC     1  0.974433        MobileNet-Mamba-best       MobileNet        Mamba
171        Evaluation-MobileNet_Mamba-best  ROC-AUC     2  0.979950        MobileNet-Mamba-best       MobileNet        Mamba
172        Evaluation-MobileNet_Mamba-best  ROC-AUC     3  0.966270        MobileNet-Mamba-best       MobileNet        Mamba
173        Evaluation-MobileNet_Mamba-best  ROC-AUC     4  0.969900        MobileNet-Mamba-best       MobileNet        Mamba
174        Evaluation-MobileNet_Mamba-best  ROC-AUC     5  0.976327        MobileNet-Mamba-best       MobileNet        Mamba
175       Evaluation-MobileNet_Transformer  ROC-AUC     1  0.979322       MobileNet-Transformer       MobileNet  Transformer
176       Evaluation-MobileNet_Transformer  ROC-AUC     2  0.974562       MobileNet-Transformer       MobileNet  Transformer
177       Evaluation-MobileNet_Transformer  ROC-AUC     3  0.961795       MobileNet-Transformer       MobileNet  Transformer
178       Evaluation-MobileNet_Transformer  ROC-AUC     4  0.971880       MobileNet-Transformer       MobileNet  Transformer
179       Evaluation-MobileNet_Transformer  ROC-AUC     5  0.975430       MobileNet-Transformer       MobileNet  Transformer
180             Evaluation-ResNet152_BiGRU  ROC-AUC     1  0.973406             ResNet152-BiGRU       ResNet152        BiGRU
181             Evaluation-ResNet152_BiGRU  ROC-AUC     2  0.985685             ResNet152-BiGRU       ResNet152        BiGRU
182             Evaluation-ResNet152_BiGRU  ROC-AUC     3  0.972247             ResNet152-BiGRU       ResNet152        BiGRU
183             Evaluation-ResNet152_BiGRU  ROC-AUC     4  0.984166             ResNet152-BiGRU       ResNet152        BiGRU
184             Evaluation-ResNet152_BiGRU  ROC-AUC     5  0.980865             ResNet152-BiGRU       ResNet152        BiGRU
185            Evaluation-ResNet152_BiLSTM  ROC-AUC     1  0.985225            ResNet152-BiLSTM       ResNet152       BiLSTM
186            Evaluation-ResNet152_BiLSTM  ROC-AUC     2  0.985516            ResNet152-BiLSTM       ResNet152       BiLSTM
187            Evaluation-ResNet152_BiLSTM  ROC-AUC     3  0.978832            ResNet152-BiLSTM       ResNet152       BiLSTM
188            Evaluation-ResNet152_BiLSTM  ROC-AUC     4  0.973791            ResNet152-BiLSTM       ResNet152       BiLSTM
189            Evaluation-ResNet152_BiLSTM  ROC-AUC     5  0.981806            ResNet152-BiLSTM       ResNet152       BiLSTM
190               Evaluation-ResNet152_GRU  ROC-AUC     1  0.982670               ResNet152-GRU       ResNet152          GRU
191               Evaluation-ResNet152_GRU  ROC-AUC     2  0.981611               ResNet152-GRU       ResNet152          GRU
192               Evaluation-ResNet152_GRU  ROC-AUC     3  0.978978               ResNet152-GRU       ResNet152          GRU
193               Evaluation-ResNet152_GRU  ROC-AUC     4  0.979515               ResNet152-GRU       ResNet152          GRU
194               Evaluation-ResNet152_GRU  ROC-AUC     5  0.975220               ResNet152-GRU       ResNet152          GRU
195              Evaluation-ResNet152_LSTM  ROC-AUC     1  0.982214              ResNet152-LSTM       ResNet152         LSTM
196              Evaluation-ResNet152_LSTM  ROC-AUC     2  0.981440              ResNet152-LSTM       ResNet152         LSTM
197              Evaluation-ResNet152_LSTM  ROC-AUC     3  0.976188              ResNet152-LSTM       ResNet152         LSTM
198              Evaluation-ResNet152_LSTM  ROC-AUC     4  0.969858              ResNet152-LSTM       ResNet152         LSTM
199              Evaluation-ResNet152_LSTM  ROC-AUC     5  0.974886              ResNet152-LSTM       ResNet152         LSTM
200        Evaluation-ResNet152_Mamba-best  ROC-AUC     1  0.976023        ResNet152-Mamba-best       ResNet152        Mamba
201        Evaluation-ResNet152_Mamba-best  ROC-AUC     2  0.972627        ResNet152-Mamba-best       ResNet152        Mamba
202        Evaluation-ResNet152_Mamba-best  ROC-AUC     3  0.959458        ResNet152-Mamba-best       ResNet152        Mamba
203        Evaluation-ResNet152_Mamba-best  ROC-AUC     4  0.981685        ResNet152-Mamba-best       ResNet152        Mamba
204        Evaluation-ResNet152_Mamba-best  ROC-AUC     5  0.980784        ResNet152-Mamba-best       ResNet152        Mamba
205       Evaluation-ResNet152_Transformer  ROC-AUC     1  0.981990       ResNet152-Transformer       ResNet152  Transformer
206       Evaluation-ResNet152_Transformer  ROC-AUC     2  0.983882       ResNet152-Transformer       ResNet152  Transformer
207       Evaluation-ResNet152_Transformer  ROC-AUC     3  0.976560       ResNet152-Transformer       ResNet152  Transformer
208       Evaluation-ResNet152_Transformer  ROC-AUC     4  0.981214       ResNet152-Transformer       ResNet152  Transformer
209       Evaluation-ResNet152_Transformer  ROC-AUC     5  0.981695       ResNet152-Transformer       ResNet152  Transformer
210              Evaluation-ResNet50_BiGRU  ROC-AUC     1  0.985297              ResNet50-BiGRU        ResNet50        BiGRU
211              Evaluation-ResNet50_BiGRU  ROC-AUC     2  0.978973              ResNet50-BiGRU        ResNet50        BiGRU
212              Evaluation-ResNet50_BiGRU  ROC-AUC     3  0.969146              ResNet50-BiGRU        ResNet50        BiGRU
213              Evaluation-ResNet50_BiGRU  ROC-AUC     4  0.963725              ResNet50-BiGRU        ResNet50        BiGRU
214              Evaluation-ResNet50_BiGRU  ROC-AUC     5  0.979439              ResNet50-BiGRU        ResNet50        BiGRU
215             Evaluation-ResNet50_BiLSTM  ROC-AUC     1  0.980052             ResNet50-BiLSTM        ResNet50       BiLSTM
216             Evaluation-ResNet50_BiLSTM  ROC-AUC     2  0.976226             ResNet50-BiLSTM        ResNet50       BiLSTM
217             Evaluation-ResNet50_BiLSTM  ROC-AUC     3  0.973003             ResNet50-BiLSTM        ResNet50       BiLSTM
218             Evaluation-ResNet50_BiLSTM  ROC-AUC     4  0.972229             ResNet50-BiLSTM        ResNet50       BiLSTM
219             Evaluation-ResNet50_BiLSTM  ROC-AUC     5  0.974089             ResNet50-BiLSTM        ResNet50       BiLSTM
220                Evaluation-ResNet50_GRU  ROC-AUC     1  0.976824                ResNet50-GRU        ResNet50          GRU
221                Evaluation-ResNet50_GRU  ROC-AUC     2  0.975183                ResNet50-GRU        ResNet50          GRU
222                Evaluation-ResNet50_GRU  ROC-AUC     3  0.970147                ResNet50-GRU        ResNet50          GRU
223                Evaluation-ResNet50_GRU  ROC-AUC     4  0.974768                ResNet50-GRU        ResNet50          GRU
224                Evaluation-ResNet50_GRU  ROC-AUC     5  0.971802                ResNet50-GRU        ResNet50          GRU
225               Evaluation-ResNet50_LSTM  ROC-AUC     1  0.979520               ResNet50-LSTM        ResNet50         LSTM
226               Evaluation-ResNet50_LSTM  ROC-AUC     2  0.979968               ResNet50-LSTM        ResNet50         LSTM
